energy,price,parking,realstate,rooms,square_meters,terrace,wc,construction_year,zone
86.0,650000.0,['Sin plaza parking'],Finques Ema,4.0,135.0,,1.0,1967.0,"
                                    Esquerra Alta de l´Eixample
                                "
113.0,290000.0,['Sin plaza parking'],Fincas Eva,2.0,80.0,,2.0,1976.0,"
                                    Esquerra Alta de l´Eixample
                                "
182.0,301000.0,['Sin plaza parking'],Simurba,3.0,82.0,,1.0,1955.0,"
                                    Vilapicina - Torre Llobeta
                                "
143.0,280000.0,['Plaza parking '],CVM Pisos,4.0,80.0,4.0,1.0,1975.0,"
                                    Carmel
                                "
193.0,310000.0,[],Nova Urbe Associats,3.0,78.0,6.0,1.0,1969.0,"
                                    Glòries El Parc
                                "
999.0,390000.0,['Sin plaza parking'],Guinot Prunera Barcelona,1.0,70.0,,1.0,1902.0,"
                                    Dreta de l´Eixample
                                "
999.0,280000.0,[],Estudi Fort Pienc,2.0,65.0,,1.0,,"
                                    Fort Pienc
                                "
239.0,2500000.0,[],Turro BCN,2.0,400.0,,4.0,1992.0,"
                                    Vallvidrera - Tibidabo - Les Planes
                                "
204.0,335000.0,['Sin plaza parking'],Coldwell Banker Prime,2.0,75.0,,3.0,1900.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
,990000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,1.0,92.0,,1.0,,"
                                    Dreta de l´Eixample
                                "
999.0,248000.0,['Sin plaza parking'],LA CASA AGENCY GRAN VIA,3.0,73.0,,1.0,1975.0,"
                                    Provençals del Poblenou
                                "
999.0,270000.0,[],Fincas Sanchez,3.0,85.0,30.0,1.0,1968.0,"
                                    Guinardó
                                "
999.0,185000.0,[],Mònec,1.0,32.0,15.0,1.0,,"
                                    St. Pere - Sta. Caterina - El Born
                                "
999.0,149000.0,[],La Naranja Inmobiliaria,3.0,76.0,,1.0,1972.0,"
                                    Trinitat Vella
                                "
239.0,415000.0,['Sin plaza parking'],Maxim Servicios Inmobiliarios,4.0,108.0,,2.0,1954.0,"
                                    Sarrià
                                "
999.0,289000.0,['Sin plaza parking'],7 CASES,2.0,73.0,,1.0,,"
                                    Guinardó
                                "
999.0,590000.0,[],Immobiliaria de Les Corts,2.0,72.0,,2.0,,"
                                    Gòtic
                                "
999.0,219000.0,[],La Casa Agency - Pubilla Cases,2.0,78.0,,1.0,,"
                                    Badal
                                "
999.0,1050000.0,['Plaza parking '],Nice Properties,4.0,193.0,30.0,3.0,1992.0,"
                                    Vila Olímpica
                                "
999.0,248000.0,['Sin plaza parking'],LA CASA AGENCY GRAN VIA,3.0,73.0,,1.0,1975.0,"
                                    Provençals del Poblenou
                                "
999.0,270000.0,[],Fincas Sanchez,3.0,85.0,30.0,1.0,1968.0,"
                                    Guinardó
                                "
999.0,270000.0,['Sin plaza parking'],Ver pisos - Serveis Immobiliaris,3.0,68.0,,1.0,,"
                                    Provençals del Poblenou
                                "
999.0,395000.0,['Sin plaza parking'],Lev Properties BCN,3.0,80.0,6.0,2.0,1950.0,"
                                    Raval
                                "
999.0,440000.0,[],Llorens Assessors,2.0,80.0,,1.0,1900.0,"
                                    Sant Antoni
                                "
999.0,140000.0,['Sin plaza parking'],Brick2b,3.0,58.0,5.0,1.0,1974.0,"
                                    Ciutat Meridiana
                                "
999.0,1300000.0,['Sin plaza parking'],BCN Advisors,5.0,248.0,,3.0,1900.0,"
                                    Dreta de l´Eixample
                                "
186.0,240000.0,['Sin plaza parking'],Ferran Sanz,3.0,73.0,5.0,1.0,1970.0,"
                                    Provençals del Poblenou
                                "
999.0,895000.0,['Sin plaza parking'],Proddigia Barcelona,5.0,189.0,2.0,2.0,1925.0,"
                                    Sant Gervasi - Galvany
                                "
88.0,393000.0,['Sin plaza parking'],New Ibusa,2.0,70.0,5.0,1.0,2003.0,"
                                    Fort Pienc
                                "
999.0,395000.0,['Sin plaza parking'],Coldwell Banker Prestige Barcelona,2.0,65.0,5.0,1.0,,"
                                    Glòries El Parc
                                "
999.0,475000.0,['Sin plaza parking'],Core Barcelona,3.0,77.0,3.0,1.0,1963.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,425000.0,['Sin plaza parking'],Core Barcelona,3.0,62.0,,1.0,1963.0,"
                                    Pedralbes
                                "
186.0,240000.0,['Sin plaza parking'],Ferran Sanz,3.0,73.0,5.0,1.0,1970.0,"
                                    Provençals del Poblenou
                                "
999.0,695000.0,['Sin plaza parking'],Coldwell Banker Prime,4.0,131.0,,5.0,1900.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
999.0,388900.0,['Sin plaza parking'],Supervia BCN,4.0,112.0,8.0,2.0,1985.0,"
                                    Raval
                                "
999.0,249000.0,[],OH! Pisos,2.0,40.0,25.0,1.0,1850.0,"
                                    Raval
                                "
999.0,260000.0,[],Parsell Inmobiliaria,3.0,90.0,,2.0,1975.0,"
                                    El Clot
                                "
336.0,174000.0,[],Immobiliària Barcelona ®,2.0,54.0,,1.0,1960.0,"
                                    Guinardó
                                "
999.0,314000.0,['Sin plaza parking'],Ipa Inversions,3.0,95.0,,2.0,1888.0,"
                                    Poble Sec
                                "
999.0,399000.0,['Plaza parking '],Housell,3.0,107.0,,2.0,1980.0,"
                                    Sants
                                "
251.0,315000.0,['Sin plaza parking'],OH! Pisos,2.0,86.0,36.0,1.0,1969.0,"
                                    Poble Sec
                                "
999.0,199000.0,['Sin plaza parking'],Grupo Sants,3.0,65.0,,1.0,,"
                                    La Marina-Montjuïc
                                "
107.0,625000.0,['Sin plaza parking'],Cornex Capital,4.0,136.0,,3.0,,"
                                    Poblenou
                                "
107.0,415000.0,['Sin plaza parking'],Cornex Capital,4.0,95.0,,3.0,,"
                                    Poblenou
                                "
103.0,245000.0,['Sin plaza parking'],Finques Geimsu,3.0,89.0,5.0,2.0,1975.0,"
                                    Sants
                                "
136.0,298000.0,['Sin plaza parking'],Finques Geimsu,3.0,94.0,,2.0,1967.0,"
                                    Poble Sec
                                "
181.0,480000.0,['Sin plaza parking'],Cambra Propietat Urbana de Barcelona,3.0,83.0,4.0,1.0,1963.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,380000.0,['Sin plaza parking'],Cambra Propietat Urbana de Barcelona,3.0,69.0,,1.0,1900.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,790000.0,['Sin plaza parking'],Webhouse Santgervasi,3.0,126.0,90.0,2.0,1993.0,"
                                    Vila de Gràcia
                                "
149.0,298000.0,['Sin plaza parking'],Proyecto Casa,2.0,67.0,,1.0,1850.0,"
                                    Gòtic
                                "
230.0,375000.0,['Sin plaza parking'],A-House Real Estate,4.0,97.0,,2.0,1972.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,379000.0,['Sin plaza parking'],A-House Real Estate,4.0,92.0,5.0,2.0,1975.0,"
                                    Sant Antoni
                                "
128.0,495000.0,['Sin plaza parking'],A-House Real Estate,4.0,130.0,8.0,2.0,1970.0,"
                                    Sant Antoni
                                "
164.0,675000.0,['Sin plaza parking'],A-House Real Estate,6.0,166.0,10.0,2.0,1973.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,295735.0,['Sin plaza parking'],A-House Real Estate,1.0,92.0,,2.0,1936.0,"
                                    Fort Pienc
                                "
225.0,450000.0,['Sin plaza parking'],A-House Real Estate,5.0,120.0,8.0,2.0,1970.0,"
                                    Sant Antoni
                                "
999.0,370000.0,['Sin plaza parking'],A-House Real Estate,2.0,70.0,,1.0,1919.0,"
                                    Sant Antoni
                                "
999.0,375000.0,['Sin plaza parking'],WeRelocateBcn,2.0,67.0,40.0,1.0,1920.0,"
                                    Sants
                                "
,410000.0,['Plaza parking '],La Casa Agency,4.0,333.0,33.0,4.0,1975.0,"
                                    Camp de l´Arpa
                                "
103.0,245000.0,['Sin plaza parking'],Finques Geimsu,3.0,89.0,5.0,2.0,1975.0,"
                                    Sants
                                "
136.0,298000.0,['Sin plaza parking'],Finques Geimsu,3.0,94.0,,2.0,1967.0,"
                                    Poble Sec
                                "
181.0,480000.0,['Sin plaza parking'],Cambra Propietat Urbana de Barcelona,3.0,83.0,4.0,1.0,1963.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,380000.0,['Sin plaza parking'],Cambra Propietat Urbana de Barcelona,3.0,69.0,,1.0,1900.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,790000.0,['Sin plaza parking'],Webhouse Santgervasi,3.0,126.0,90.0,2.0,1993.0,"
                                    Vila de Gràcia
                                "
149.0,298000.0,['Sin plaza parking'],Proyecto Casa,2.0,67.0,,1.0,1850.0,"
                                    Gòtic
                                "
230.0,375000.0,['Sin plaza parking'],A-House Real Estate,4.0,97.0,,2.0,1972.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,379000.0,['Sin plaza parking'],A-House Real Estate,4.0,92.0,5.0,2.0,1975.0,"
                                    Sant Antoni
                                "
128.0,495000.0,['Sin plaza parking'],A-House Real Estate,4.0,130.0,8.0,2.0,1970.0,"
                                    Sant Antoni
                                "
164.0,675000.0,['Sin plaza parking'],A-House Real Estate,6.0,166.0,10.0,2.0,1973.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,295735.0,['Sin plaza parking'],A-House Real Estate,1.0,92.0,,2.0,1936.0,"
                                    Fort Pienc
                                "
225.0,450000.0,['Sin plaza parking'],A-House Real Estate,5.0,120.0,8.0,2.0,1970.0,"
                                    Sant Antoni
                                "
999.0,370000.0,['Sin plaza parking'],A-House Real Estate,2.0,70.0,,1.0,1919.0,"
                                    Sant Antoni
                                "
999.0,245000.0,['Sin plaza parking'],Finques Mur,3.0,89.0,5.0,2.0,1975.0,"
                                    La Bordeta
                                "
141.0,630000.0,['Sin plaza parking'],Finques Mur,3.0,145.0,,2.0,2001.0,"
                                    El Clot
                                "
112.0,229500.0,['Sin plaza parking'],Finques Mur,4.0,79.0,,2.0,1969.0,"
                                    Badal
                                "
999.0,900000.0,['Plaza parking '],BCN House,3.0,145.0,25.0,2.0,2003.0,"
                                    Diagonal Mar - La Mar Bella
                                "
66.0,731496.0,['Sin plaza parking'],Nuñez y Navarro 2ª mano,3.0,109.0,49.0,3.0,2008.0,"
                                    Glòries El Parc
                                "
171.0,820000.0,['Sin plaza parking'],Fincas Eva,5.0,184.0,,2.0,1900.0,"
                                    Dreta de l´Eixample
                                "
999.0,440000.0,['Sin plaza parking'],Fincas Eva,4.0,117.0,,2.0,1910.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,300000.0,['Sin plaza parking'],Tecnocasa Estudi Marina 311,3.0,110.0,29.0,1.0,1960.0,"
                                    Guinardó
                                "
110.0,280000.0,['Sin plaza parking'],Turó Property Services,4.0,90.0,,2.0,1976.0,"
                                    Sant Andreu
                                "
110.0,960000.0,['Sin plaza parking'],Coldwell Banker  Eminent,5.0,187.0,,2.0,1950.0,"
                                    Sant Gervasi - Bonanova
                                "
999.0,2600000.0,['Sin plaza parking'],Casc Antic BCN,6.0,498.0,,7.0,,"
                                    Pedralbes
                                "
999.0,550000.0,['Sin plaza parking'],WeRelocateBcn,5.0,151.0,,3.0,1936.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
192.0,248000.0,['Sin plaza parking'],LA CASA AGENCY,3.0,73.0,4.0,1.0,1975.0,"
                                    Provençals del Poblenou
                                "
189.0,495000.0,['Sin plaza parking'],MATCHOME-BARCELONA,4.0,101.0,4.0,2.0,1978.0,"
                                    Esquerra Alta de l´Eixample
                                "
274.0,375000.0,['Sin plaza parking'],MATCHOME-BARCELONA,3.0,90.0,,1.0,1960.0,"
                                    Sagrada Família
                                "
322.0,169000.0,['Sin plaza parking'],MATCHOME-BARCELONA,2.0,57.0,,1.0,1930.0,"
                                    Raval
                                "
999.0,278000.0,['Sin plaza parking'],La Unió,2.0,81.0,,1.0,2000.0,"
                                    La Sagrera
                                "
999.0,395000.0,['Sin plaza parking'],La Unió,4.0,123.0,8.0,2.0,2002.0,"
                                    Sant Andreu
                                "
95.0,165000.0,['Sin plaza parking'],Your Suit Home - Immobles a mida,3.0,77.0,,2.0,1960.0,"
                                    Besòs - Maresme
                                "
999.0,850000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,3.0,130.0,,3.0,,"
                                    Sant Gervasi - Galvany
                                "
999.0,495000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,3.0,95.0,,2.0,,"
                                    Gòtic
                                "
55.0,400000.0,['Sin plaza parking'],A-House Real Estate,3.0,93.0,,1.0,1910.0,"
                                    Sant Antoni
                                "
999.0,247800.0,['Sin plaza parking'],La Unió,3.0,71.0,,1.0,1960.0,"
                                    Congrés - Indians
                                "
999.0,375000.0,['Sin plaza parking'],WeRelocateBcn,2.0,67.0,40.0,1.0,1920.0,"
                                    Sants
                                "
,410000.0,['Plaza parking '],La Casa Agency,4.0,333.0,33.0,4.0,1975.0,"
                                    Camp de l´Arpa
                                "
257.0,320000.0,['Sin plaza parking'],Guimar Consulting,4.0,81.0,,2.0,1975.0,"
                                    Vila de Gràcia
                                "
999.0,1600000.0,[],Finques Giramon,3.0,180.0,,3.0,1900.0,"
                                    Dreta de l´Eixample
                                "
1.0,470000.0,['Sin plaza parking'],Coldwell Banker Prestige Barcelona,2.0,67.0,3.0,2.0,1972.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,400500.0,['Sin plaza parking'],Quality Houses,2.0,72.0,,2.0,1900.0,"
                                    Esquerra Alta de l´Eixample
                                "
100.0,1400000.0,[],aProperties,3.0,130.0,,2.0,2020.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
,1145000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,3.0,130.0,,2.0,,"
                                    St. Pere - Sta. Caterina - El Born
                                "
117.0,375000.0,['Sin plaza parking'],CENTURY 21 NEW ESTATE,3.0,80.0,,2.0,1973.0,"
                                    Baix Guinardó
                                "
999.0,489220.0,['Plaza parking '],Stoneweg Living,3.0,75.0,5.0,2.0,,"
                                    Poblenou
                                "
999.0,530000.0,['Sin plaza parking'],Housell,3.0,112.0,,2.0,1980.0,"
                                    Sant Antoni
                                "
999.0,850000.0,['Sin plaza parking'],BCN Advisors,3.0,170.0,10.0,3.0,,"
                                    Sant Gervasi - Galvany
                                "
189.0,495000.0,['Sin plaza parking'],Your Suit Home - Immobles a mida,4.0,101.0,2.0,2.0,1978.0,"
                                    Esquerra Alta de l´Eixample
                                "
116.0,144000.0,['Sin plaza parking'],Inmoflix,3.0,71.0,,1.0,1971.0,"
                                    Ciutat Meridiana
                                "
64.0,1290000.0,['Plaza parking '],MyLife Real Estate,5.0,253.0,10.0,3.0,1961.0,"
                                    Sant Gervasi - Galvany
                                "
169.0,650000.0,['Plaza parking '],MyLife Real Estate,4.0,135.0,,2.0,1992.0,"
                                    Poblenou
                                "
999.0,595000.0,['Sin plaza parking'],TECSON Fincas,5.0,250.0,35.0,3.0,1995.0,"
                                    Vallcarca - Penitents
                                "
160.0,320000.0,['Sin plaza parking'],West Side Immobiliaria BCN,4.0,92.0,,1.0,1963.0,"
                                    Sant Ramon - Maternitat
                                "
206.0,1600000.0,['Sin plaza parking'],Cambra Propietat Urbana de Barcelona,3.0,180.0,,3.0,1900.0,"
                                    Dreta de l´Eixample
                                "
144.0,630000.0,['Sin plaza parking'],AS GESTIÓ,3.0,106.0,14.0,2.0,2007.0,"
                                    Besòs - Maresme
                                "
149.0,298000.0,['Sin plaza parking'],Viviendas Exclusivas,2.0,67.0,,1.0,1850.0,"
                                    Gòtic
                                "
211.0,1690000.0,['Sin plaza parking'],Forcadell Les Corts,3.0,241.0,71.0,4.0,1968.0,"
                                    Gòtic
                                "
231.0,338000.0,['Sin plaza parking'],Vivendex,2.0,94.0,,2.0,1850.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
999.0,147500.0,['Sin plaza parking'],Nice Properties,1.0,41.0,,1.0,1997.0,"
                                    Raval
                                "
999.0,240000.0,[],La Casa Agency - Pubilla Cases,4.0,80.0,,1.0,1962.0,"
                                    Porta
                                "
999.0,379000.0,['Sin plaza parking'],Apisa,3.0,80.0,,2.0,1964.0,"
                                    Fort Pienc
                                "
138.0,159700.0,['Sin plaza parking'],LA CASA AGENCY GRAN VIA,2.0,74.0,,1.0,1970.0,"
                                    Font d´en Fargas
                                "
121.0,250000.0,['Sin plaza parking'],Finques Mur,3.0,82.0,,1.0,1967.0,"
                                    Navas
                                "
108.0,269000.0,['Sin plaza parking'],Finques Mur,3.0,92.0,,1.0,1976.0,"
                                    Besòs - Maresme
                                "
999.0,360000.0,['Sin plaza parking'],Tecnocasa Estudi Marina 311,3.0,94.0,,1.0,1935.0,"
                                    Sagrada Família
                                "
999.0,235000.0,['Sin plaza parking'],Nice House,3.0,75.0,,1.0,1965.0,"
                                    Sant Martí
                                "
169.0,650000.0,['Plaza parking '],MyLife Real Estate,4.0,135.0,,2.0,1992.0,"
                                    Vila Olímpica
                                "
999.0,395000.0,['Sin plaza parking'],AddendaHomes,3.0,116.0,75.0,2.0,,"
                                    Carmel
                                "
151.0,210000.0,['Sin plaza parking'],Your Suit Home - Immobles a mida,2.0,63.0,,1.0,1975.0,"
                                    Camp de l´Arpa
                                "
193.0,310000.0,['Sin plaza parking'],Your Suit Home - Immobles a mida,3.0,78.0,,1.0,1969.0,"
                                    Glòries El Parc
                                "
115.0,1250000.0,[],Gesclau,5.0,267.0,,8.0,1945.0,"
                                    Dreta de l´Eixample
                                "
149.0,298000.0,['Sin plaza parking'],MATCHOME-BARCELONA,2.0,67.0,,1.0,1850.0,"
                                    Dreta de l´Eixample
                                "
161.0,330000.0,['Sin plaza parking'],MATCHOME-BARCELONA,3.0,109.0,,2.0,2006.0,"
                                    Camp de l´Arpa
                                "
53.0,359000.0,['Plaza parking '],MATCHOME-BARCELONA,2.0,80.0,5.0,1.0,1983.0,"
                                    Esquerra Baixa de l´Eixample
                                "
125.0,485000.0,['Sin plaza parking'],Coldwell Banker Prime,2.0,87.0,,2.0,1900.0,"
                                    Gòtic
                                "
999.0,229500.0,['Sin plaza parking'],MATCHOME-BARCELONA,3.0,70.0,,1.0,1971.0,"
                                    Porta
                                "
999.0,140000.0,['Sin plaza parking'],API Domínguez,1.0,37.0,,1.0,,"
                                    Raval
                                "
999.0,950000.0,['Sin plaza parking'],Hello Homes,3.0,167.0,15.0,2.0,1976.0,"
                                    Sant Gervasi - Galvany
                                "
999.0,330000.0,['Sin plaza parking'],Maison Carree,4.0,92.0,,2.0,,"
                                    Sant Antoni
                                "
999.0,350000.0,['Sin plaza parking'],Cat Real Estate,3.0,90.0,,2.0,,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,370000.0,[],Dolça LLar,3.0,86.0,,1.0,1935.0,"
                                    Sagrada Família
                                "
999.0,980000.0,['Sin plaza parking'],BCN Advisors,1.0,55.0,,1.0,,"
                                    Dreta de l´Eixample
                                "
141.0,770000.0,['Sin plaza parking'],Immo Masnou,5.0,160.0,4.0,3.0,2000.0,"
                                    Baix Guinardó
                                "
,1150000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,3.0,121.0,7.0,2.0,1900.0,"
                                    Dreta de l´Eixample
                                "
999.0,630000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,2.0,110.0,5.0,2.0,1890.0,"
                                    Gòtic
                                "
,169000.0,[],Deplace,2.0,55.0,,1.0,,"
                                    Carmel
                                "
999.0,450000.0,[],NARA,2.0,107.0,,3.0,2004.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,800000.0,['Sin plaza parking'],Cambra Propietat Urbana de Barcelona,3.0,129.0,,2.0,1975.0,"
                                    Pedralbes
                                "
999.0,199000.0,['Sin plaza parking'],Housell,3.0,60.0,,1.0,1969.0,"
                                    Camp de l´Arpa
                                "
128.0,325000.0,['Sin plaza parking'],Finques Lemi,3.0,64.0,,1.0,1974.0,"
                                    Carmel
                                "
999.0,265000.0,['Sin plaza parking'],R24 Inmobiliaria,2.0,61.0,9.0,1.0,1996.0,"
                                    Navas
                                "
216.0,330000.0,['Sin plaza parking'],Forcadell Eixample,3.0,81.0,,2.0,1970.0,"
                                    Sant Antoni
                                "
999.0,2500000.0,['Sin plaza parking'],BCN Advisors,3.0,300.0,7.0,2.0,,"
                                    St. Pere - Sta. Caterina - El Born
                                "
112.0,1795000.0,[],aProperties,3.0,189.0,,3.0,1900.0,"
                                    Dreta de l´Eixample
                                "
,337000.0,['Sin plaza parking'],Monapart Barcelona,2.0,60.0,,1.0,,"
                                    Sants
                                "
,325000.0,['Sin plaza parking'],Monapart Barcelona,2.0,60.0,,1.0,,"
                                    Sants
                                "
,240000.0,['Sin plaza parking'],Monapart Barcelona,1.0,51.0,,1.0,,"
                                    Sants
                                "
143.0,1200000.0,['Sin plaza parking'],Finques Mur,4.0,205.0,25.0,3.0,1962.0,"
                                    Sant Gervasi - Galvany
                                "
999.0,385000.0,['Sin plaza parking'],Fincas Layes,3.0,74.0,,1.0,1978.0,"
                                    Putget - Farró
                                "
155.0,490000.0,['Plaza parking '],Nova Urbe Associats,3.0,85.0,,1.0,2000.0,"
                                    Diagonal Mar - La Mar Bella
                                "
193.0,540000.0,['Sin plaza parking'],Coldwell Banker Prestige Barcelona,5.0,143.0,,4.0,1870.0,"
                                    Sant Antoni
                                "
999.0,680000.0,['Plaza parking '],Nou Estil Espai,4.0,120.0,,2.0,1960.0,"
                                    Tres Torres
                                "
,325000.0,['Sin plaza parking'],Monapart Barcelona,2.0,60.0,,1.0,,"
                                    Sants
                                "
,240000.0,['Sin plaza parking'],Monapart Barcelona,1.0,51.0,,1.0,,"
                                    Sants
                                "
143.0,1200000.0,['Sin plaza parking'],Finques Mur,4.0,205.0,25.0,3.0,1962.0,"
                                    Sant Gervasi - Galvany
                                "
999.0,385000.0,['Sin plaza parking'],Fincas Layes,3.0,74.0,,1.0,1978.0,"
                                    Putget - Farró
                                "
155.0,490000.0,['Plaza parking '],Nova Urbe Associats,3.0,85.0,,1.0,2000.0,"
                                    Diagonal Mar - La Mar Bella
                                "
193.0,540000.0,['Sin plaza parking'],Coldwell Banker Prestige Barcelona,5.0,143.0,,4.0,1870.0,"
                                    Sant Antoni
                                "
999.0,680000.0,['Plaza parking '],Nou Estil Espai,4.0,120.0,,2.0,1960.0,"
                                    Tres Torres
                                "
157.0,1275000.0,['Plaza parking '],Bergua Gestió Immobles,4.0,196.0,63.0,3.0,1967.0,"
                                    Tres Torres
                                "
18.0,833900.0,['Plaza parking '],Amat. Barcelona - Habitatges,4.0,151.0,,2.0,2017.0,"
                                    Besòs - Maresme
                                "
,349000.0,[],Deplace,2.0,96.0,,2.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,243100.0,['Sin plaza parking'],Finques Enric,3.0,75.0,,2.0,1965.0,"
                                    Sant Andreu
                                "
18.0,874800.0,['Plaza parking '],Amat. Barcelona - Habitatges,5.0,205.0,47.0,4.0,2017.0,"
                                    Besòs - Maresme
                                "
18.0,860000.0,['Plaza parking '],Amat. Barcelona - Habitatges,5.0,201.0,46.0,4.0,2017.0,"
                                    Besòs - Maresme
                                "
,950000.0,['Plaza parking '],Amat. Barcelona - Habitatges,5.0,215.0,44.0,4.0,2017.0,"
                                    Besòs - Maresme
                                "
239.0,225000.0,['Sin plaza parking'],Tu Solución Inmobiliaria,3.0,91.0,,1.0,1976.0,"
                                    Prosperitat
                                "
999.0,1190000.0,['Plaza parking '],Cefersa,5.0,223.0,,4.0,1977.0,"
                                    Tres Torres
                                "
140.0,450000.0,['Sin plaza parking'],Atico,2.0,90.0,3.0,1.0,1920.0,"
                                    Esquerra Baixa de l´Eixample
                                "
217.0,650000.0,[],aProperties,3.0,120.0,,3.0,1920.0,"
                                    Sant Antoni
                                "
999.0,379000.0,['Sin plaza parking'],Nice Properties,3.0,89.0,,1.0,1966.0,"
                                    Sagrada Família
                                "
211.0,289500.0,['Sin plaza parking'],Tello & Urue Associats,3.0,70.0,,1.0,,"
                                    Esquerra Alta de l´Eixample
                                "
133.0,459000.0,['Sin plaza parking'],Inmofinders.com,2.0,80.0,,2.0,,"
                                    Sant Antoni
                                "
999.0,480000.0,[],AXE INVERSORES,3.0,140.0,,3.0,,"
                                    Poblenou
                                "
145.0,375000.0,['Sin plaza parking'],Clic House,2.0,78.0,2.0,2.0,1850.0,"
                                    Gòtic
                                "
999.0,389000.0,['Plaza parking '],Housell,3.0,96.0,,2.0,1978.0,"
                                    La Salut
                                "
412.0,240000.0,['Sin plaza parking'],redpiso,1.0,42.0,,1.0,,"
                                    Sagrada Família
                                "
18.0,833900.0,['Plaza parking '],Amat. Barcelona - Habitatges,4.0,151.0,,2.0,2017.0,"
                                    Besòs - Maresme
                                "
,349000.0,[],Deplace,2.0,96.0,,2.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,445000.0,['Sin plaza parking'],Housell,3.0,100.0,,1.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,235000.0,['Sin plaza parking'],Housell,4.0,80.0,,1.0,1825.0,"
                                    Gòtic
                                "
999.0,185000.0,[],Garant Agency,1.0,68.0,,1.0,1983.0,"
                                    La Verneda - La Pau
                                "
999.0,105000.0,['Sin plaza parking'],ERECAT Servicios Inmobiliarios,3.0,70.0,,1.0,1970.0,"
                                    Ciutat Meridiana
                                "
999.0,525000.0,['Plaza parking '],Viviendas Exclusivas,4.0,93.0,,2.0,2002.0,"
                                    Fort Pienc
                                "
188.0,449000.0,[],Sellarès Assessors,4.0,122.0,,2.0,,"
                                    Putget - Farró
                                "
18.0,770000.0,['Plaza parking '],Urbenia Barcelona,4.0,113.0,,2.0,2018.0,"
                                    Sant Martí
                                "
999.0,315000.0,[],Gran Barcelona,3.0,79.0,3.0,1.0,1895.0,"
                                    Putget - Farró
                                "
999.0,225000.0,[],Dolça LLar,3.0,75.0,,1.0,1973.0,"
                                    Sant Andreu
                                "
999.0,195000.0,['Sin plaza parking'],La Casa Agency,3.0,55.0,,1.0,,"
                                    Camp de l´Arpa
                                "
165.0,560000.0,['Plaza parking '],Estudi Fort Pienc,3.0,114.0,,2.0,1982.0,"
                                    Dreta de l´Eixample
                                "
153.0,359000.0,['Plaza parking '],Finques Mur,2.0,80.0,,1.0,1983.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,650000.0,[],Finques Giramon,2.0,80.0,,2.0,1963.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,1200000.0,['Sin plaza parking'],Guinot Prunera Barcelona,5.0,250.0,,3.0,1940.0,"
                                    Sarrià
                                "
157.0,460000.0,['Sin plaza parking'],Marenmar,4.0,129.0,,1.0,1915.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,380000.0,['Sin plaza parking'],Serveis Immobiliaris Barcelona,4.0,100.0,6.0,2.0,,"
                                    Guinardó
                                "
18.0,770000.0,['Sin plaza parking'],Turó Property Services,4.0,113.0,11.0,2.0,2018.0,"
                                    Besòs - Maresme
                                "
238.0,529000.0,['Sin plaza parking'],MATCHOME-BARCELONA,3.0,103.0,4.0,2.0,1947.0,"
                                    Fort Pienc
                                "
232.0,560000.0,['Sin plaza parking'],MATCHOME-BARCELONA,4.0,117.0,,2.0,1940.0,"
                                    Dreta de l´Eixample
                                "
124.0,370000.0,['Sin plaza parking'],MATCHOME-BARCELONA,5.0,100.0,,1.0,1900.0,"
                                    Raval
                                "
262.0,260000.0,[],Inveiba,2.0,66.0,2.0,1.0,,"
                                    Barceloneta
                                "
201.0,210000.0,['Sin plaza parking'],Fin-per Barcelona,3.0,60.0,,1.0,1967.0,"
                                    Poble Sec
                                "
999.0,900000.0,['Plaza parking '],Lucas Fox International Properties - Barcelona,6.0,192.0,,3.0,,"
                                    Dreta de l´Eixample
                                "
